RLBWXYH,class
[209 158  89  23  26   1   1   0],text
[225 182  55  41  12   7   2   0],text
[258 148  73  39  22   5   0   0],text
[168 110  58  39  16   4   4   0],text
[ 7 91 55 59 33  1  0  1],text
[70 33 12 12 21  5  2  2],non-text
[70 18  6 17 18 14 10  0],non-text
[205 150  63  38  15   8   2   0],text
[169  88  37  30  20   9   1   1],text
[170  99  75  28  17   6   0   2],text
[172 126  95  31  19   1   2   1],text
[168  64  47  39  35   5   1   0],non-text
[187  97  83  29  19   5   3   0],text
[ 20 126 122  70  13   1   1   0],text
[127 108  41  31  18   6   2   2],text
[200 121  79  38  14   3   4   0],text
[158  85  76  25  27   7   1   0],text
[198 113  66  28  19   4   1   2],text
[ 7 30 69 12 44  1  1  1],text
[220 165  68  43  11   7   3   0],text
[153 102  49  41  27   6   1   0],text
[233 192  37  33  29   4   0   0],text
[206 106  49  35  29   8   0   0],text
[293  96  66  49  15  10   0   0],text
[108  43  19  38  47   6   0   0],non-text
[163 123  53  40  12   6   1   1],text
[141  76  53  30  18   6   2   1],text
[274 182  66  33  12   9   1   0],text
[325 111  75  41  10  11   0   0],text
[324 110  75  39  10  12   0   0],text
[139  64  41  23  18  11   2   1],text
[205 147  59  30  19   4   0   1],text
[144  77  60  28  22   4   3   1],text
[174 147  87  35  15   4   0   1],text
[136 104  69  21  21   4   2   2],text
[27 86 89 80 21  0  2  0],text
[144 112  55  37  17   6   4   0],text
[159 169  66  36  12   5   4   0],text
[217 138  87  35  14   4   2   0],text
[370 160  68  16  23   5   1   0],text
[163  78  40  16  22   7   3   1],text
[145  61  30  12  29  10   1   1],text
[123 113  43  16  34   5   0   1],text
[300 176  84  37  20   3   0   0],text
[195 112 108  27  19   2   1   1],text
[154 143  53  27  29   6   1   0],text
[44 36 29 14 22  4  3  3],text
[244 165  71  34  11   9   1   0],text
[224 163  84  31  16   3   2   0],text
[155  98  59  27  37   5   0   0],non-text
[100  41  20  31  28   7   5   1],non-text
[129  67  43  16  26   8   3   1],text
[141  98  48  28  29   6   0   1],text
[138  62  42  28  27   5   5   0],text
[140 123  62  39  15   7   3   0],text
[209 128  61  38  17   6   1   1],text
[127 117  51  19  26   6   2   1],text
[190 153  61  32  22   4   0   1],text
[59 23  5 13 16  9  2  4],text
[101  40  28  14  33   6   2   1],non-text
[173  61  37  40  20  12   2   0],text
[299  91  58  34  17  11   1   0],text
[129  93  38  29  29   6   3   0],text
[225 155  96  43   8   3   3   0],text
[183 126  50  25  26   4   2   1],text
[74 60 18 10 28 12  3  0],text
[177 151  39  25  26   8   1   0],text
[136 122  75  35  17   4   1   1],text
[10 20 87 75 22  1  2  0],text
[93 22 21 22 27  4  4  2],non-text
[385 200  80  22  11   9   0   0],text
[176 107  60  32  21   6   3   0],text
[226 154  48  33  17   6   3   0],text
[273  88  60  39  13  10   2   0],text
[187 133  91  37  14   8   1   0],text
[157 109  68  35  23   5   1   1],non-text
[189 111  69  44  18   4   1   1],text
[258 156  58  42  17   3   3   0],text
[77 13 10 21 16 18  2  2],non-text
[96 60 23 20 26  7  2  1],text
[185 126  66  43  13   3   5   0],text
[122  96  70  27  27   5   1   1],text
[198 166  65  49  11   7   1   0],text
[105  94  78  25  27   6   2   0],text
[353 117  68  34   6  11   2   0],text
[70 12 11 17 10 15  4  2],non-text
[277 172  96  21  19   6   0   0],text
[ 7 71 90 72 24  0  1  0],text
[201 225  68  24   6   2   7   0],text
[18 85 93 65 18  1  1  0],text
[313 121  76  37  16  10   0   0],text
[ 13 114 140  54  16   1   1   0],text
[120  63  41  32  21   4   5   1],text
[166 113  58  43  16   5   1   1],text
[255 110  59  48   9  11   1   0],text
[192 103  41  30  28  10   1   0],text
[181 140  76  36  18   4   2   0],text
[174 114  70  32  15   3   2   1],text
[231  95  81  27  13  12   2   0],text
[164 140  66  37  13   6   5   0],text
[167  88  59  24  30   5   1   1],text
[218  89  86  41  22   6   0   0],text
[119  95  58  21  35   6   0   0],text
[71 32 22 12 19  3  5  3],non-text
[290  96  59  31  17  13   1   0],text
[ 33 229  98  20  20   1   2   0],text
[208 140  45  34  28   5   1   0],text
[76 10 12 25 16  3  8  3],non-text
[202 217  45  32  26   4   0   0],text
[ 72 131 134  19  24   1   2   0],text
[200 151  75  44  17   7   1   0],text
[ 1 30  5  3 40  0  0  2],non-text
[  5  64 106  56  31   0   1   0],text
[180 100  57  26  32   7   0   0],text
[210 143  83  42   8   6   3   0],text
[122  46  21  20  32   8   4   0],non-text
[125  65  38  26  29   8   1   1],text
[85 77 30 11 29  5  3  1],text
[155  87  47  43  24   5   2   0],text
[189  86  58  37  23   3   3   0],text
[315 109  90  30  13  10   0   0],text
[151 124  52  23  29   7   0   1],text
[156  97  58  37  20   5   4   0],text
[286 116  76  34  20  11   0   0],text
[96 35 28 38 19  8  4  1],text
[16 42 86 61 26  0  1  1],text
[183 131  90  24  37   1   0   0],text
[135  68  45  32  24   7   1   1],text
[101  85  82  31  29   4   1   0],text
[102  80  41  18  30   5   1   1],text
[210 131  85  35  14   6   2   0],text
[ 13 100  79  58  21   1   1   1],text
[129 123  57  27  30   4   0   1],text
[170  53  40  24  18  11   5   0],non-text
[197 203  78  41  10   4   2   0],text
[172 168  67  45  21   2   1   0],text
[139 154  51  30  10   7   6   0],text
[116  57  48  32  15   4   1   4],text
[16 80 84 75 25  0  0  1],text
[126  91  82  44  24   7   0   0],text
[204 111  66  33  18   6   3   0],text
[139  71  50  25  30   8   2   0],text
[11 23 11 37 50  0  0  2],non-text
[205 112  66  33  25   2   4   0],text
[272 166  83  19  22   7   0   0],text
[219  62  56  46  17   9   2   0],text
[99 54 36 17 19  8  5  1],text
[91 74 87 32 25  5  1  0],text
[64 24 14 14 24  7  4  2],non-text
[118  39  47  32  21   3   6   1],text
[161  91  33  26  28   7   1   1],text
[145 116  79  36  13   5   3   0],text
[ 8 55 72 98 14  1  0  1],text
[224 180  57  42  15   3   4   0],text
[160 102  47  27  37   3   1   0],text
[201  74  90  34  23   6   0   0],text
[281 167  77  38  12   8   0   0],text
[238 123  42  35  20   4   2   1],text
[134  83  48  20  33   4   3   0],text
[113  82  36  18  30   5   2   1],text
[148 176  50  33  20   3   5   0],text
[163  94  59  41  16   3   4   1],text
[108  99  43  19  27   5   6   0],text
[121  63  47  31  24   5   3   1],text
[27  5  6  5  5  3  2  4],non-text
[121  58  30  16  31  10   2   1],text
[181 174  62  31  24   4   1   0],text
[151 100  65  46  22   3   1   1],text
[192 163  54  30  19  10   1   0],text
[116  75  29  14  36   6   2   1],text
[99 97 65 37 20  7  2  0],text
[134  67  58  19  26   3   6   0],text
[175 129  50  28  13   7   5   0],text
[223 118  66  33  31   2   0   0],text
[ 64  95 111  59  22   0   2   0],text
[124  57  38  20  32   4   2   2],text
[196 135  47  48  16   8   1   0],text
[184  76  61  39  12   3   2   2],non-text
[18 28 57 66 20  0  0  2],non-text
[101  60  54  53  22   2   0   1],non-text
[142  63  56  30  29   6   1   1],text
[98 68 43 13 26  5  2  2],text
[183 126  42  37  21   6   1   1],text
[233  94  48  36  16  12   2   0],text
[150  91  52  45  17   3   5   0],text
[137  90  47  25  22   6   4   0],text
[193 146  60  40  13   8   1   0],text
[116  84  52  25  28   3   2   1],text
[206 149  64  45  18   2   3   0],text
[287 153  52  42  11   8   1   0],text
[125  79  64  41  15   6   2   1],text
[173 113  35  39  18   4   5   0],text
[178  88  65  27  26   7   1   1],text
[349 168  41  17  29   6   0   0],text
[173 147  42  30  23   9   1   0],text
[202 106  47  38  24   1   5   0],text
[121  80  44  20  15   7   5   1],text
[141 113  59  31  17   6   4   0],text
[147  94  63  26  20   7   1   1],text
[163 102  57  48  14   2   2   1],text
[146 176  95  47   8   1   1   1],text
[318 122  74  40  12  10   1   0],text
[81 20 13 19 29  6  3  2],non-text
[140  90  47  19  33   6   1   1],text
[71 15 10 14 14 12  4  3],non-text
[357 119  69  26  16  12   0   0],text
[119  65  44  39  25  10   1   0],non-text
[246  88  80  27  16  10   2   0],text
[191 165  73  33  28   2   0   0],text
[45  6  4  5  5 10 13  1],non-text
[152 109  62  40  19   4   2   1],text
[160  73  39  23  22   2  10   0],text
[97 54 29 16 30  8  2  1],text
[154 101  53  35  18   5   2   1],text
[224 142  68  39  13  13   0   0],text
[163  99  50  41  20   5   3   0],text
[200 153  61  40  18   2   3   0],text
[236 108  66  28  27   7   0   0],text
[134  98  41  13  29   6   4   0],text
[115  67  29  31  28   8   2   1],text
[138  90  29  26  25  12   3   0],text
[90 74 45 16 18  7  3  2],text
[144 124  40  19  32   3   2   1],text
[127 104  52  33  22   8   0   1],text
[113  98  60  19  26   3   5   1],text
[217 103  53  30  25   3   4   0],text
[15 81 70 83 21  0  0  1],text
[150 134  60  37  17   5   1   1],text
[17 10 12 53 63  0  0  0],non-text
[106 153  37  28  27   4   4   0],text
[57 37 25  6 27  2  5  2],non-text
[137  75  54  28  22   6   1   2],text
[305 107  57  29  10  17   0   0],text
[141  78  57  30  26   4   1   1],text
[196  92  50  38  19  10   2   0],text
[177 114  61  44  19   1   5   0],text
[139 154  97  23  19   6   0   1],text
[124  76  59  18  26   6   2   2],text
[66 24 31 56 30  0  0  2],text
[139  92  48  38  25   6   1   1],text
[165 152  71  27  17   5   1   1],text
[91 73 39 27 22  8  1  2],text
[157 141  70  47  18   3   0   1],text
[202 136  60  35  17   7   2   0],text
[171 155  69  43  14   3   4   0],text
[171 119  65  30  20   4   1   1],text
[129 138  80  27  25   5   0   1],text
[117  67  35  32  21   5   3   1],text
[97 44 33 18 22  8  3  2],text
[279 201  48  20  12  12   1   0],text
[207 108  80  21  30   3   2   0],text
[178 135  53  35  15   3   6   0],text
[205 164  66  33  21   8   0   0],text
[224 125  40  49  17   5   2   0],text
[147 147  70  45  23   2   1   0],text
[142  87  42  28  22   7   5   0],text
[198 106  59  31  14   8   2   1],text
[212  70  51  39  21  10   2   0],text
[203 131  42  34  27   5   1   0],text
[106  37  28  23  31   8   3   1],text
[399 116  36  41  23   6   0   0],text
[197 125 121  32  27   1   0   0],text
[34  3  1  0 11  4  9  5],non-text
[182 129  67  30  16   5   1   1],text
[117  82  30  21  22  10   2   1],text
[142  90  57  27  23   5   2   1],text
[158 131  44  44  18   3   5   0],text
[139  90  59  28  17   4   3   1],text
[146  80  69  24  30   5   3   0],text
[182 145  40  41  23   3   3   0],text
[318 102  48  30   9  18   0   0],text
[318 126  78  41  12   8   1   0],text
[215 123  71  34  19   0   5   0],text
[154 117  55  36  24   5   1   1],text
[ 20 132 153  32  22   1   1   0],text
[ 21 138  85  58  19   0   2   0],text
[159 172  72  21  19   5   4   0],text
[238 160  64  34  18   7   1   0],text
[253 106  88  39   8  12   1   0],text
[242 176  77  43  12   8   0   0],text
[161  77  55  18  26   6   4   0],text
[ 15 102  89  56  29   1   0   0],text
[ 57 114  39  77   5   2   0   2],non-text
[219 150 107  22  13   4   2   0],text
[174 150  70  43  12  10   0   0],text
[163  93  64  25  19   5   4   0],text
[188 115  75  47  14   6   2   0],text
[147  86  70  24  27   2   4   1],text
[128  82  58  25  23   7   3   1],text
[112  83  42  16  27   5   3   1],text
[325 124  76  36   9  11   1   0],text
[246 166  54  20  25   7   1   0],text
[268 186  57  41  18   7   0   0],text
[160  86  67  33  17  12   1   0],text
[157 134  54  46  19   4   3   0],text
[253 123  74  38  27   1   1   0],text
[126  61  59  23  17   9   3   1],text
[139 153  62  45  20   5   1   0],text
[75 58 47 38 21  8  4  0],text
[193 166  64  38  17   7   0   0],text
[358 155  82  33  12   9   0   0],text
[190  99  32  23  27   5   2   1],text
[232 172  56  44  20   5   0   0],text
[153  79  53  23  37   6   1   0],text
[174  88  68  35  23   5   3   0],text
[188 140  56  37  19   8   2   0],text
[186 137  48  39  18   5   4   0],text
[98 65 31 39 15  7  6  0],non-text
[227  86  58  43  19  12   0   0],text
[176  98  54  48  13   6   1   1],text
[212 202  59  29  14   3   4   0],text
[230 177  51  40  27   3   0   0],text
[154  68  55  17  19   6   3   1],text
[149 114  69  16  30   6   0   1],text
[262 169  79  27  25   3   0   0],text
[143 137  50  27  35   5   0   0],text
[185 143  82  40  20   7   0   0],text
[183 165  27  35  33   4   1   0],text
[92 35 39 23  9  4  9  2],non-text
[188 151  59  24  19   6   4   0],text
[169 118  66  21  36   5   0   0],text
[ 12 127 123  40  26   0   1   0],text
[125  78  42  14  18   8   3   1],text
[97 55 24 11 40  6  4  0],non-text
[ 58 129 126  27  16   0   0   3],text
[162 155  87  38  21   4   1   0],text
[111  30  29  14  21  11   4   1],text
[321 212  67  23  18   5   0   0],text
[173 131  77  28  15   3   3   1],text
[140 111  79  29  19   4   0   1],text
[333 113  91  31  19   4   0   0],text
[234 172  65  44   7   8   3   0],text
[191 132  50  30  15   8   3   0],text
[132 121  74  64  18   3   1   0],text
[149 146  65  40  22   3   1   1],text
[114  69  37  22  22   9   3   1],text
[329 119  69  34   3  17   0   0],text
[85 47 24 12 24  8  3  2],text
[12  5  2 26 59  0  0  3],non-text
[161 101  45  27  27   9   1   0],text
[141 115  58  24  31   4   3   0],text
[323 215  37  18  25   4   1   0],text
[139 119  44  36  22  10   0   1],text
[213 122  70  29  15   2   6   0],text
[242  94  78  35  17   9   2   0],text
[207 141  70  45  10   7   0   1],text
[195 157  50  29  24   5   3   0],text
[170  88  57  52  11   7   1   1],text
[204 223  63  30  19   5   0   0],text
[100  58  38  14  25   7   2   1],text
[149  66  33  21  21  10   1   2],text
[123  75  47  14  18   5   3   2],text
[139  74  30  19  31   8   1   1],text
[123  47  49  35  19   7   2   1],text
[125 108  35  32  35   4   2   0],text
[180 152  47  29  18   8   3   0],text
[ 7 30 60 23 47  1  0  1],text
[166 100  58  30  33   4   2   0],text
[131 138  50  43  17   6   1   1],text
[11 23 76 65 32  0  0  1],text
[84 66 21 10 25  9  3  1],text
[136  67  58  36  25   3   4   0],text
[241 165  63  31   8   7   3   1],text
[233 118  78  32  14   8   2   0],text
[131  89  44  33  21   7   1   1],text
[122  77  50  21  25   5   4   1],text
[180 115  66  31  19  12   0   0],text
[164  91  61  46  19   7   1   0],text
[242 151  82  26  26   3   1   0],text
[119 115  76  33  25   2   3   0],text
[144  87  36  13  25   7   5   0],text
[ 35 111  83  71  13   0   1   1],text
[259 208  66  26  16   7   1   0],text
[203 107  50  39  24   4   1   1],text
[175 126  83  24  19   3   2   1],text
[23 65 12 40 48  1  1  1],non-text
[40  5  2  7 17  9  6  3],non-text
[220 161  73  38  17   3   3   0],text
[218 150  66  50  12   9   0   0],text
[97 24 21 18 47  6  2  0],non-text
[182 114  45  28  21   7   1   1],text
[75 54 32 15 25  7  2  1],text
[192 139  68  40  14   7   1   0],text
[138  68  44  21  29   9   2   0],text
[201 147  75  27  25   7   1   0],text
[95 91 60 27 37  2  0  1],text
[ 5 29  2  4 38  1  0  1],non-text
[372 152  86  27   9  11   0   0],text
[137 138  51  34  29   2   4   0],text
[204 199  61  29  22   5   0   0],text
[136 106  74  24  34   2   0   1],text
[298  97  77  32  14  13   0   0],text
[28  2  2  1  2 12  8  6],non-text
[201 138  74  37  13   4   4   0],text
[108  73  40  21  32   7   2   0],text
[155 159  49  32  19   7   1   1],text
[175 119  52  32  16   9   1   1],text
[148 141  64  49  23   3   1   0],text
[174 112  50  36  12  11   4   0],text
[86 58 29 35 21  5  7  0],text
[156  88  44  29  33   6   2   0],text
[241  69  61  48  14  11   1   0],text
[283 101  96  29  13   8   3   0],text
[243 131  49  47  13  11   2   0],text
[149 144  56  27  23   4   1   1],text
[168 101  51  32  19   5   1   2],text
[103  39  35  15  21   7   3   2],text
[184 134  60  36  17   7   3   0],text
[153  88  60  30  26   4   1   1],text
[190  78  46  16  24   5   3   1],text
[66 44 18 12 27  5  5  2],text
[199 162  67  36  19   5   3   0],text
[101  44  27   9  24   9   3   2],text
[206 141 103  34  17   2   2   0],text
[159 119  89  33  17   3   2   1],text
[182 181  58  46  14   1   5   0],text
[126 101  62  35  14   7   1   1],text
[196 136 101  22  16   3   2   1],text
[129 138  28  22  14   6   5   1],text
[123 117  71  34  18   3   2   1],text
[208  74  51  42  16  10   2   0],text
[125 123  53  40  26   5   1   0],text
[161  91  46  32  32   3   1   1],text
[198 135  65  29  10   6   3   1],text
[113  77  40  26  29   2   2   2],text
[70 89 29 14 29 10  1  1],text
